,idt,name,category,description,city,country,latitude,longitude,year_founded,employees,total_money_raised
1478,52cdef7e4bab8bd67529a88e,Plusmo,mobile,mobile widget service,Santa Clara,USA,37.400367,-121.985711,2006,,$4.41M
1479,52cdef7e4bab8bd67529a88f,FireEye,security,Next Generation Threat Protection,Milpitas,USA,37.4102801,-121.9210492,2004,320.0,$87.3M
1482,52cdef7e4bab8bd67529a8aa,mBeat Media,mobile,SMS mobile content aggregation,Reston,USA,38.94794,-77.347961,2008,,$1.5M
1484,52cdef7e4bab8bd67529a8b8,RGB Networks,games_video,network video processing solutions,Sunnyvale,USA,37.4123706,-122.0216271,2003,125.0,$52M
1485,52cdef7e4bab8bd67529a8cc,Elemental Technologies,enterprise,GPU-accelerated video processing,Portland,USA,45.519179,-122.677001,2006,130.0,$27.6M
1486,52cdef7e4bab8bd67529a8da,LawCrossing,web,Legal Jobs Careers Employment,Pasadena,USA,34.1428388,-118.1323783,2003,100.0,$0
1487,52cdef7e4bab8bd67529a8e1,Conviva,software,Video Stream Optimization,San Mateo,USA,37.552806,-122.2916021,2006,,$59M
1488,52cdef7e4bab8bd67529a8e2,SageQuest,mobile,fleet management solutions,Solon,USA,41.396813,-81.456144,2003,,$7.72M
1489,52cdef7e4bab8bd67529a8ee,SeeSaw Networks,advertising,out-of-home media network,San Francisco,USA,37.791564,-122.399981,2005,,$21.1M
1490,52cdef7e4bab8bd67529a8f3,IMedExchange,web,Social network for doctors,Seattle,USA,47.6136485,-122.3371174,2007,,$2.62M
1491,52cdef7e4bab8bd67529a8f4,Provade,enterprise,Enterprise Vendor Management System,San Mateo,USA,37.560155,-122.285588,2004,,$15.2M
1492,52cdef7e4bab8bd67529a8fc,BeliefNetworks,software,,Charleston,USA,32.783932,-79.999591,2007,,$1.4M
1493,52cdef7e4bab8bd67529a8fc,BeliefNetworks,software,,New York,USA,40.746944,-73.983926,2007,,$1.4M
1494,52cdef7e4bab8bd67529a8fd,Robotgalaxy,games_video,Online Robot Community,New York,USA,40.737216,-73.990947,2006,,$12M
1495,52cdef7e4bab8bd67529a90e,Klout,social,Measures Online Influence,San Francisco,USA,34.0497638,-118.2474287,2008,79.0,$40M
1496,52cdef7e4bab8bd67529a925,Quanterix,biotech,Healthcare analysis,Cambridge,USA,42.3663257,-71.0917952,2007,,$41.5M
1497,52cdef7e4bab8bd67529a951,Virident Systems,enterprise,server and architectural solutions,Milpitas,USA,37.421692,-121.894156,2006,,$130M
1498,52cdef7e4bab8bd67529a953,Sonopia,mobile,Mobile community,Menlo Park,USA,37.477944,-122.151234,2005,,$21.5M
1499,52cdef7e4bab8bd67529a955,3Leaf,software,server virtualization solutions,Santa Clara,USA,37.381034,-121.971487,2004,,$65M
1502,52cdef7e4bab8bd67529a97e,Packet Design,software,,Santa Clara,USA,37.3821368,-121.970505,2003,60.0,$2.8M
1503,52cdef7e4bab8bd67529a983,OSSCube Solutions,enterprise,,Morrisville,USA,35.8387361,-78.8677462,2006,200.0,$0
1508,52cdef7e4bab8bd67529a988,Central Reservations,web,Hotel Reservations Portal,Dun Laoghaire,IRL,53.342689,-6.2644783,2008,510.0,$0
1510,52cdef7e4bab8bd67529a996,thoughtbot,consulting,Software Consulting Company,Boston,USA,42.356161,-71.061649,2003,62.0,$0
1512,52cdef7e4bab8bd67529a996,thoughtbot,consulting,Software Consulting Company,Stockholm,SWE,59.3335122,18.0816712,2003,62.0,$0
1513,52cdef7e4bab8bd67529a996,thoughtbot,consulting,Software Consulting Company,Boulder,USA,40.014498,-105.278502,2003,62.0,$0
1514,52cdef7e4bab8bd67529a996,thoughtbot,consulting,Software Consulting Company,Philadelphia,USA,39.952335,-75.163789,2003,62.0,$0
1515,52cdef7e4bab8bd67529a9a8,Better Place,cleantech,,Palo Alto,USA,37.3949615,-122.1425097,2007,,$836M
1518,52cdef7e4bab8bd67529a9c9,WildBlue,web,,Englewood,USA,39.6478,-104.9875,2004,,$50M
1520,52cdef7e4bab8bd67529a9dd,2AdPro,web,,#132 Woodland Hills,USA,34.1580778,-118.6356318,2006,350.0,$0
1521,52cdef7e4bab8bd67529a9e9,WizeHive,enterprise,,Conshohocken,USA,40.0716358,-75.3018405,2008,,$1.08M
1522,52cdef7e4bab8bd67529a9eb,Jasper Wireless,mobile,,Mountain View,USA,37.394392,-122.04221,2005,,$155M
1525,52cdef7e4bab8bd67529a9ed,Iken Solutions,software,,Buenos Aires,ARG,-34.4942649,-58.5511077,2005,70.0,$2M
1526,52cdef7e4bab8bd67529a9f3,VoloMedia,advertising,Advertising for Downloadable media,Sunnyvale,USA,37.382376,-122.037607,2005,,$12M
1527,52cdef7e4bab8bd67529a9f5,Dragonfly,web,multimedia content delivery,New York,USA,40.756054,-73.986951,2006,,$3M
1528,52cdef7e4bab8bd67529a9f6,Fuego Nation,web,Lifestyle Brand Site Hosting,San Francisco,USA,37.775196,-122.419204,2007,,$1.5M
1529,52cdef7e4bab8bd67529aa12,Clarabridge,enterprise,Intelligent Customer Experience (ICE),Reston,USA,38.946532,-77.340436,2005,150.0,$84.3M
1530,52cdef7e4bab8bd67529aa12,Clarabridge,enterprise,Intelligent Customer Experience (ICE),San Francisco,USA,37.791402,-122.402844,2005,150.0,$84.3M
1531,52cdef7e4bab8bd67529aa12,Clarabridge,enterprise,Intelligent Customer Experience (ICE),London,GBR,51.4918451,-0.2617681,2005,150.0,$84.3M
1532,52cdef7e4bab8bd67529aa21,Kickfire,software,Database Management,Santa Clara,USA,37.381876,-121.95993,2006,,$20M
1537,52cdef7e4bab8bd67529aa31,Nalini Networks,software,,Bangalore,IND,35.2675117,139.1870746,2007,110.0,$0
1538,52cdef7e4bab8bd67529aa3c,AdYouNet,advertising,Direct Marketing Company,Palo Alto,USA,37.431941,-122.103076,2006,,$1.4M
1539,52cdef7e4bab8bd67529aa41,RingCube Technologies,software,workspace virtualization,Mountain View,USA,37.3915589,-122.0702643,2005,,$26M
1541,52cdef7e4bab8bd67529aa49,Transera Communications,software,on-demand contact center software,Sunnyvale,USA,37.3521697,-122.0622892,2004,,$37M
1545,52cdef7e4bab8bd67529aa7a,Aquest Systems,hardware,automation equipment,Sunnyvale,USA,37.390956,-122.032795,2004,,$20M
1546,52cdef7e4bab8bd67529aa7f,Mu Dynamics,network_hosting,Network testing,Sunnyvale,USA,37.390233,-122.033741,2005,,$24M
1547,52cdef7e4bab8bd67529aa81,Multigig,semiconductor,semiconductor company ,Scotts Valley,USA,35.966068,-115.118671,2003,,$37.9M
1548,52cdef7e4bab8bd67529aa84,Sensory Networks,web,software pattern matching,Mountain View,USA,37.430025,-122.09998,2003,,$17.4M
1549,52cdef7e4bab8bd67529aa84,Sensory Networks,web,software pattern matching,Chippendale,AUS,-33.874864,151.219149,2003,,$17.4M
1550,52cdef7e4bab8bd67529aa8e,Achronix Semiconductor,semiconductor,semiconductor company,San Jose,USA,37.328686,-121.89426,2004,,$136M
1551,52cdef7e4bab8bd67529aa91,Veracode,security,Application Security Testing,Burlington,USA,42.4837924,-71.1943142,2006,,$74.3M
1553,52cdef7e4bab8bd67529aa94,Double Fusion,web,"round-game, and web-based solutions",San Francisco,USA,37.7887135,-122.3927145,2004,80.0,$59M
1554,52cdef7e4bab8bd67529aa9c,SaveStub,other,,Pleasanton,USA,37.7008794,-121.8794209,2008,55.0,$0
1556,52cdef7e4bab8bd67529aaa7,Arteris,hardware,Semiconductor IP provider,Sunnyvale,USA,37.3670126,-121.9183082,2003,,$25.3M
1559,52cdef7e4bab8bd67529aab2,LeadPoint,enterprise,Lead Generation Service,Los Angeles,USA,34.054212,-118.464454,2004,,$12.5M
1560,52cdef7e4bab8bd67529aab2,LeadPoint,enterprise,Lead Generation Service,London,GBR,51.5177117,-0.1410218,2004,,$12.5M
1561,52cdef7e4bab8bd67529aaca,Pano Logic,software,Server-based desktop virtualization,Menlo Park,USA,37.477037,-122.15164,2006,,$38M
1562,52cdef7e4bab8bd67529aad4,SmartTurn,advertising,,San Francisco,USA,37.789801,-122.395327,2004,,$5M
1563,52cdef7e4bab8bd67529aada,Vertical Acuity,enterprise,,Atlanta,USA,33.8656817,-84.4709443,2007,,$6.08M
1565,52cdef7e4bab8bd67529aae8,Tendril,software,Home Energy Management,Boulder,USA,40.026422,-105.228284,2004,,$111M
1567,52cdef7e4bab8bd67529aaef,SundaySky,software,Creator of SmartVideo,Tel Aviv,ISR,32.1115098,34.8388443,2006,103.0,$37M
1568,52cdef7e4bab8bd67529ab08,Targetprocess,software,project management software,Corning,USA,42.979367,-78.798947,2006,60.0,$0
1570,52cdef7e4bab8bd67529ab0c,CTERA Networks,enterprise,Cloud Storage Enablement,Palo Alto,USA,37.437328,-122.159928,2008,60.0,$0
1571,52cdef7e4bab8bd67529ab17,Adaptive Planning,software,Business Performance Management,Mountain View,USA,37.4192309,-122.0887097,2003,65.0,$84.5M
1572,52cdef7e4bab8bd67529ab26,Xumii,mobile,Mobile Social Network,San Mateo,USA,37.563585,-122.324621,2006,,$12.8M
1573,52cdef7e4bab8bd67529ab26,Xumii,mobile,Mobile Social Network,North Sydney,AUS,-33.924567,151.038064,2006,,$12.8M
1574,52cdef7e4bab8bd67529ab2e,Azalea Networks,network_hosting,Wireless mesh solutions,Milpitas,USA,37.423135,-121.894792,2005,,$15M
1575,52cdef7e4bab8bd67529ab2f,ScaleMP,software,Virtualization for high end computing,Cupertino,USA,37.3229727,-122.0385792,2009,,$8M
1576,52cdef7e4bab8bd67529ab31,Nangate,mobile,cell library creation and optimization,Sunnyvale,USA,37.4043966,-122.0213965,2004,,$35M
1577,52cdef7e4bab8bd67529ab31,Nangate,mobile,cell library creation and optimization,New Delhi,IND,28.53536,77.2419522,2004,,$35M
1578,52cdef7e4bab8bd67529ab33,Silicon Clocks,semiconductor,Fabless Semiconductor Company,Fremont,USA,37.554214,-121.977451,2004,,$26.1M
1579,52cdef7e4bab8bd67529ab38,DisplayLink,hardware,network display chip ,Palo Alto,USA,37.4253795,-122.1456727,2003,,$86.7M
1584,52cdef7e4bab8bd67529ab44,ParAccel,analytics,Relational Database Managment System,Campbell,USA,37.3166526,-122.05074,2007,,$84.5M
1585,52cdef7e4bab8bd67529ab48,F-Origin,software,TouchScreen Technologies,Pleasanton,USA,37.666359,-121.884589,2005,,$12.5M
1586,52cdef7e4bab8bd67529ab4e,Optichron,semiconductor,nonlinear signal processing technology,Fremont,USA,37.5078425,-121.9554213,2003,,$29M
1587,52cdef7e4bab8bd67529ab55,Vocalocity,software,Small Business VoIP Solutions,Atlanta,USA,33.7812614,-84.3675617,2007,175.0,$17.1M
1590,52cdef7e4bab8bd67529ab84,Certess,hardware,quality assurance software,Campbell,USA,37.295516,-121.960102,2005,,$4.94M
1591,52cdef7e4bab8bd67529ab99,Focus,enterprise,Online Business Media Company,San Francisco,USA,37.793949,-122.398062,2005,,$12.2M
1592,52cdef7e4bab8bd67529ab9e,LogRhythm,enterprise,log management,Boulder,USA,40.0322598,-105.2271513,2003,,$36.3M
1595,52cdef7e4bab8bd67529ab9f,Breach Security,security,Web application security,Carlsbad,USA,33.12417,-117.275236,2004,,$31M
1596,52cdef7e4bab8bd67529aba8,Zeugma Systems,hardware,Telecommunications Equipment Supplier,"Richmond, BC",CAN,49.1739359,-123.071751,2004,72.0,$31.5M
1597,52cdef7e4bab8bd67529abaf,Ruckus Wireless,mobile,Smart Wireless LAN systems,Sunnyvale,USA,37.3913,-122.037538,2004,,$64.9M
1599,52cdef7e4bab8bd67529abc2,VisualOn,software,Multimedia Software,Santa Clara,USA,37.270518,-121.955879,2011,,$3.1M
1600,52cdef7e4bab8bd67529abc5,QSecure,security,electronic powered credit and debit card,Los Altos,USA,37.3962827,-122.105531,2003,,$49M
1601,52cdef7e4bab8bd67529abd9,Heyzap,games_video,Social Discovery Platform,San Francisco,USA,37.7905538,-122.4041485,2009,,$7.97M
1602,52cdef7e4bab8bd67529abdc,Samplify Systems,semiconductor,fabless mixed-signal semiconductor,Santa Clara,USA,37.326897,-121.968263,2006,,$22M
1604,52cdef7e4bab8bd67529ac2e,SparkBase,software,stored value processing network,Cleveland,USA,41.513652,-81.666101,2004,51.0,$10.5M
1605,52cdef7e4bab8bd67529ac4d,6th Sense Analytics,software,Software Analytics,Morrisville,USA,35.864045,-78.820816,2004,,$6.7M
1608,52cdef7e4bab8bd67529ac6b,QuickPlay Media,enterprise,Wireless TV and Video,London,GBR,51.491028,-0.281845,2003,,$138M
1609,52cdef7e4bab8bd67529ace7,Open Kernel Labs,software,Software for intelligent devices,Chicago,USA,41.878984,-87.637,2006,,$10.8M
1610,52cdef7e4bab8bd67529acea,Skout,social,Mobile App for Meeting New People,San Francisco,USA,37.7800539,-122.3912492,2007,100.0,$22M
1614,52cdef7e4bab8bd67529acf0,Xangati,software,Infrastructure Performance Management,San Jose,USA,37.32136,-122.014616,2006,,$21.7M
1618,52cdef7e4bab8bd67529ad03,Parade Technologies,semiconductor,fables semiconductor company,San Jose,USA,37.384206,-121.992805,2005,,$14.5M
1621,52cdef7e4bab8bd67529ad1a,RockeTalk,software,,Puthanathani,IND,32.895605,-117.188893,2005,,$7.1M
1622,52cdef7e4bab8bd67529ad26,ZinkoTek,web,Children's educational site,San Rafael,USA,38.0148706,-122.5411756,2007,,$2M
1623,52cdef7e4bab8bd67529ad28,Crossing Automation,semiconductor,Silicon chip systems,Mountain View,USA,37.431091,-122.099263,2003,,$13.2M
1624,52cdef7e4bab8bd67529ad2b,Greentech Media,news,Online media company,Cambridge,USA,42.3604755,-71.0954159,2007,,$4.58M
1626,52cdef7e4bab8bd67529ad35,UpSpring,web,Parent/child healthcare company,Austin,USA,30.396276,-97.732769,2005,,$2.6M
1627,52cdef7e4bab8bd67529ad37,Corefino,software,Accounting and Finance Solutions,Sunnyvale,USA,37.384206,-121.992805,2004,,$13.6M
1629,52cdef7e4bab8bd67529ad43,AssureSign,software,,Altamonte Springs,USA,28.672321,-81.384939,2008,60.0,$0
1631,52cdef7e4bab8bd67529ad57,Naseeb Networks,web,Muslim social network,Lahore,PAK,37.3015115,-121.9303616,2003,100.0,$2M
1632,52cdef7e4bab8bd67529ad5d,Qualvu,photo_video,Online video consumer research,Lakewood,USA,39.661171,-105.352174,2007,80.0,$2.6M
1634,52cdef7e4bab8bd67529ad75,Attivio,enterprise,Data Warehousing,Newton,USA,42.352313,-71.20695,2007,,$90.1M
1635,52cdef7e4bab8bd67529ad76,Speedshape,advertising,Design Consulting,Bingham Farms,USA,42.548008,-83.214753,2003,,$5M
1636,52cdef7e4bab8bd67529ad79,HiWired,software,Screen Share Tech Support,Needham,USA,42.2960173,-71.2128734,2004,,$14M
1637,52cdef7e4bab8bd67529ad83,Verified Identity Pass,hardware,Biometric security cards,Palm Coast,USA,29.598713,-81.222298,2006,,$44.4M
1639,52cdef7e4bab8bd67529ad9b,Power Analog Microelectronics,hardware,,Santa Clara,USA,37.3767076,-121.997483,2004,,$12M
1640,52cdef7e4bab8bd67529ad9c,Tymphany,other,,San Rafael,USA,38.0085435,-122.5447216,2005,,$13M
1641,52cdef7e4bab8bd67529ad9e,Neuralitic Systems,mobile,Mobile user behavior solutions,"MontrÃ©al, Qc",CAN,45.5044288,-73.5570651,2007,,$18M
1642,52cdef7e4bab8bd67529ada2,MediaPhy,semiconductor,Physical Layer Semiconductors,San Jose,USA,37.41668,-121.949456,2004,,$13M
1643,52cdef7e4bab8bd67529ada3,NoiseFree,software,,Sunnyvale,USA,37.3868616,-121.9917771,2005,,$1.4M
1644,52cdef7e4bab8bd67529adaa,Shocking Technologies,hardware,voltage switchable dialectic materials,San Jose,USA,37.261986,-121.784279,2006,,$55.9M
1645,52cdef7e4bab8bd67529adb0,Mobius Microsystems,hardware,precision timing integrated circuits,Sunnyvale,USA,37.377787,-122.029217,2004,,$20.2M
1647,52cdef7e4bab8bd67529adc5,Hello Travel,ecommerce,,New York,USA,40.7642348,-73.971697,2008,1000.0,$0
1648,52cdef7e4bab8bd67529adca,FastScaleTechnology,software,dynamic software infrastructure,Santa Clara,USA,37.370056,-121.973157,2006,,$12M
1649,52cdef7e4bab8bd67529ade0,Nanoradio,semiconductor,Wireless Network Optimization,Kista,SWE,59.4074153,17.9514708,2004,,$80M
1650,52cdef7e4bab8bd67529ade6,Storwize,other,Real-time Data Compression,Marlborough,USA,37.237937,-121.974591,2004,,$28M
1651,52cdef7e4bab8bd67529adf9,Comixology,games_video,Comic publishing/new platform,New York,USA,40.740512,-73.987794,2007,,$3.47M
1653,52cdef7e4bab8bd67529ae09,Woven Systems,network_hosting,network infrastructure provider,Santa Clara,USA,37.3821368,-121.970505,2003,,$30M
1654,52cdef7e4bab8bd67529ae0a,Apprion,mobile,Industrial wireless,Mountain View,USA,37.417485,-122.075789,2004,,$27.5M
1655,52cdef7e4bab8bd67529ae1c,Extreme Reach,advertising,Digital Video Advertising Distribution,Needham,USA,42.3043135,-71.2175836,2007,,$70.6M
1657,52cdef7e4bab8bd67529ae31,Vantrix,mobile,optimization solutions,"Montreal, Quebec",CAN,45.4949481,-73.5740025,2004,,$32.7M
1658,52cdef7e4bab8bd67529ae36,NEXAGE,mobile,Mobile Ad RTB Exchange,Boston,USA,37.4777028,-121.9250553,2006,60.0,$19.5M
1661,52cdef7e4bab8bd67529ae58,Quantum Secure,software,Physical Identity Access Management,San Jose,USA,37.367838,-121.915594,2004,160.0,$3.54M
1663,52cdef7e4bab8bd67529ae60,Magnum Semiconductor,semiconductor,semiconductor company,Milpitas,USA,37.422677,-121.8934565,2005,,$70.3M
1664,52cdef7e4bab8bd67529ae61,M-Factor,software,Investment analytics software,San Mateo,USA,37.555962,-122.288006,2003,,$10.1M
1666,52cdef7e4bab8bd67529ae6b,Compolette guide to weight loss,other,,Traverse City,USA,44.7408,-85.5949,2008,100.0,$0
1667,52cdef7e4bab8bd67529ae74,SpaceClaim,software,3D Software Design,Concord,USA,42.462373,-71.387308,2005,,$49M
1668,52cdef7e4bab8bd67529ae77,Change Healthcare,health,Consumer Engagement & Cost Transparency,Brentwood,USA,36.158887,-86.782056,2007,70.0,$30.8M
1669,52cdef7e4bab8bd67529ae7f,MiNOWireless,software,,Santa Clara,USA,37.404044,-121.978956,2004,,$8.5M
1670,52cdef7e4bab8bd67529ae93,Luminary Micro,semiconductor,ARM Cortex-M3-based microcontrollers,Austin,USA,30.306591,-97.826727,2004,,$44M
1671,52cdef7e4bab8bd67529ae9d,LucidWorks,analytics,Apache Lucene/Solr Technologies,Redwood City,USA,37.553121,-122.301534,2007,,$32M
1672,52cdef7e4bab8bd67529ae9f,Talari Networks,enterprise,Enterprise networking gear,San Jose,USA,37.317735,-121.949417,2009,60.0,$45.1M
1673,52cdef7e4bab8bd67529ae9f,Talari Networks,enterprise,Enterprise networking gear,Morrisville,USA,35.8535092,-78.8267112,2009,60.0,$45.1M
1674,52cdef7e4bab8bd67529aea2,Marble Security,security,Mobile device cyberattack protection,Sunnyvale,USA,37.395335,-122.102339,2005,,$30.6M
1675,52cdef7e4bab8bd67529aea4,Carrier IQ,mobile,Mobile intelligence solutions,Mountain View,USA,37.3955775,-122.0833286,2005,,$42M
1676,52cdef7e4bab8bd67529aeb3,National Association of Professional Women,social,,Garden City,USA,40.7349884,-73.637714,2007,200.0,$0
1677,52cdef7e4bab8bd67529aebc,Hidden City Games,other,,Seattle,USA,47.6026054,-122.2848651,2004,,$15M
1678,52cdef7e4bab8bd67529aeca,VidSys,software,Physical Security Information Management,Marlborough,USA,42.338955,-71.595339,2005,,$18.7M
1679,52cdef7e4bab8bd67529aeca,VidSys,software,Physical Security Information Management,Vienna,USA,38.9160555,-77.230947,2005,,$18.7M
1681,52cdef7e4bab8bd67529aed0,Cyan,software,Packet Optical Transport,Petaluma,USA,38.2743225,-122.6670066,2006,,$30.8M
1682,52cdef7e4bab8bd67529aed6,Neoconix,hardware,,Sunnyvale,USA,37.3938849,-122.0333152,2003,,$40.7M
1684,52cdef7e4bab8bd67529aedb,TechForward,hardware,Guaranteed Buyback Plans,Los Angeles,USA,34.146503,-118.613385,2005,,$7.76M
1685,52cdef7e4bab8bd67529aedf,i-Jet Media,games_video,social games distribution network,Sunnyvale,USA,37.384239,-122.012475,2005,150.0,$0
1687,52cdef7e4bab8bd67529aee7,Rigel Networks,software,"Technology Consulting,Software Solutions",Newport Beach,USA,33.660955,-117.867679,2004,200.0,$0
1688,52cdef7e4bab8bd67529aef0,WordStream,advertising,PPC Management Software,Boston,USA,42.354257,-71.056605,2007,90.0,$16.3M
1690,52cdef7e4bab8bd67529aefa,Celeno,semiconductor,,Belmont,USA,42.3805557,-71.1746277,2005,,$68.2M
1691,52cdef7e4bab8bd67529af1c,Mobifusion,mobile,,,USA,37.552104,-121.9780378,2006,51.0,$3.1M
1692,52cdef7e4bab8bd67529af27,Neverblue,web,,Victoria,CAN,48.4244865,-123.363909,2004,110.0,$0
1693,52cdef7e4bab8bd67529af2c,Medio,software,,Seattle,USA,47.611827,-122.331308,2004,90.0,$30M
1694,52cdef7e4bab8bd67529af33,GainSpan,semiconductor,Low Energy WiFi,San Jose,USA,37.409064,-121.943149,2006,,$113M
1695,52cdef7e4bab8bd67529af4a,Etology,web,,Foster City,USA,37.561111,-122.270487,2005,,$4M
1696,52cdef7e4bab8bd67529af4b,Avnera,semiconductor,,Beaverton,USA,45.528908,-122.846665,2004,60.0,$66.7M
1697,52cdef7e4bab8bd67529af4c,Gecko Audio,software,,Palo Alto,USA,37.437328,-122.159928,2006,,$3M
1698,52cdef7e4bab8bd67529af57,The Talk Market,ecommerce,Online video ecommerce company,New York,USA,40.756054,-73.986951,2007,,$2.5M
1702,52cdef7e4bab8bd67529af7f,Amimon,semiconductor,Uncompressed HD Video,Santa Clara,USA,37.388529,-121.967199,2004,,$48M
1703,52cdef7e4bab8bd67529af80,Casabi,mobile,digital home content,Campbell,USA,37.293687,-121.934573,2004,,$12.8M
1704,52cdef7e4bab8bd67529af80,Casabi,mobile,digital home content,Paris,FRA,48.8722501,2.3283343,2004,,$12.8M
1705,52cdef7e4bab8bd67529af8b,Space-Time Insight,software,Situational Intelligence,San Mateo,USA,37.555773,-122.27977,2007,,$42M
1706,52cdef7e4bab8bd67529af8f,Spoiled Milk,advertising,Digital Agency,Copenhagen,DNK,55.6886102,12.5587476,2005,60.0,$0
1714,52cdef7e4bab8bd67529afc7,LeadsMarketer,advertising,Marketing Leads Generation,Valley Cottage,USA,41.1281987,-73.9441602,2005,150.0,$0
1715,52cdef7e4bab8bd67529afca,Verve Mobile,mobile,Location Powered,Encinitas,USA,33.03898,-117.293385,2005,,$24.5M
1716,52cdef7e4bab8bd67529afce,WANdisco,software,Distributed Computing,San Ramon,USA,37.769205,-121.966395,2005,175.0,$45M
1717,52cdef7e4bab8bd67529afce,WANdisco,software,Distributed Computing,Sheffield,GBR,53.3800107,-1.4629301,2005,175.0,$45M
1718,52cdef7e4bab8bd67529afdb,Delphix,software,Database virtualization,Menlo Park,USA,37.4239496,-122.1011815,2008,,$44.5M
1719,52cdef7e4bab8bd67529afe6,Strangeloop Networks,enterprise,,"Vancouver, British Columbia",CAN,49.2847336,-123.1215927,2006,,$10M
1720,52cdef7e4bab8bd67529aff4,Spotigo,software,,DÃ¼sseldorf,DEU,51.2272367,6.7726553,2005,,$638k
1721,52cdef7e4bab8bd67529b014,Backbase,software,Next Generation Portal Software,New York,USA,40.7143528,-74.0059731,2003,80.0,$0
